,Topic,Count,Name,Representation,KeyBERT,Llama2,MMR,Representative_Docs
243,242,34,242_fire_extinguishing_extinguishant_extinguisher,"['fire', 'extinguishing', 'extinguishant', 'extinguisher', 'spray', 'heads', 'fighting', 'mist', 'nozzle', 'medium']","['extinguisher', 'extinguishant', 'extinguish', 'atomised', 'extinguishing', 'combustible', 'atomizing', 'source', 'suppressing', 'suppression']","['Fire Extinguishing Technology', '', '', '', '', '', '', '', '', '']","['fire', 'extinguishing', 'extinguishant', 'extinguisher', 'spray', 'heads', 'fighting', 'mist', 'nozzle', 'medium']","[""The invention relates to a fire fighting apparatus comprising a plurality of\nspray heads (5a' to 5e'), a tube system (2', 3a', 3e') for leading extinguishing medium\nfrom an extinguishing medium source (2') having a volume for extinguishing medium\nto the spray heads, at least one drive gas source for driving extinguishing medium\nat a high pressure via the tube system to the spray heads, and release means\nfor activating at least one of the spray heads. In order that the fire fighting\napparatus may have simple structure and installation characteristics and,\nin addition to that, be usable for providing extinguishing liquid along very\nlong distances, said at least one drive gas source is coupled to a long tube\n(2') constituting part of the tube system in such a way that the tube together\nwith said at least one drive gas source constitutes a hydraulic accumulator and\nthe volume of the source of extinguishing medium is constituted by the volume\nof the tube at least to a substantial extent."", 'There is described fire extinguishing apparatus comprising: a storage\nreservoir for the storage of fire extinguishing medium; an atomisation\ndevice comprising an atomiser head provided with at least one nozzle for\nthe passage of fire extinguishing medium from the storage reservoir to\nthe exterior of the apparatus and a valve for controlling the passage\nof fire extinguishing medium from the storage reservoir to the atomiser\nhead; pressure generating means capable of applying pressure to liquid\nstored in the storage reservoir; and charge generating means capable of\napplying charge to the fire extinguishing medium, the arrangement being\nsuch that upon actuation of the apparatus fire extinguishing medium stored\nin the storage reservoir is forced out of the apparatus in charged, atomised\nform.', 'The automatic fire extinguishing method using liquefied CO2\nto regulate the distribution of fire extinguishing agents characterised\nin that this method uses liquid CO2 as: an independent fire extinguishing\nagent or combined with other fire extinguishing agents to create new fire\nextinguishing agents which have strong effects and high efficiency; as\na dynamic source producing pressure in the tank to push fire extinguishing\nagents into the fire area, and as a dynamic source of the entire fire\nextinguishing system and automating the process.']"
244,243,33,243_inks_substituted_optionally_jet,"['inks', 'substituted', 'optionally', 'jet', 'ink', 'formula', 'represents', 'independently', 'printing', 'pc']","['compound', 'compounds', 'inks', 'optionally', 'colorants', 'phenyl', 'r1', 'substituent', 'semisynthetic', 'substituted']","['Ink jet printing inks', '', '', '', '', '', '', '', '', '']","['inks', 'substituted', 'optionally', 'jet', 'ink', 'formula', 'represents', 'independently', 'printing', 'pc']","['A compound of formula (1) and salts thereof wherein m is 1, 2 or 3;\nR1 and R2 are each independently optionally substituted\nalkoxy; and R4 and R5 are each independently H, optionally\nsubstituted alkyl or optionally substituted aryl; provided that at least\none of R1 and R2 carries an  OH group. The compounds\nare useful as dyes for ink jet printing inks.', 'Compounds of Formula (1) and salts thereof wherein: A is optionally\nsubstituted phenyl; R1 and R2 are each independently\noptionally substituted alkyl or optionally substituted alkoxy; and R4\nand R5 are each independently H, optionally substituted alkyl\nor optionally substituted aryl; provided that (i) at least one of R1\nand R2 carries an  OH group; and (ii) A is not of the formula\n(a) wherein m is 1, 2 or 3. The compounds are useful as dyes for ink jet\nprinting inks.', 'A compound of Formula (1) and salts thereof: wherein: A is optionally\nsubstituted phenyl; R1 and R2 are each independently\noptionally substituted alkyl or optionally substituted alkoxy; and R4\nand R5 are each independently H, optionally substituted alkyl\nor optionally substituted aryl; provided that (i) at least one of R1\nand R2 carries an  OH group; and (ii) A is not of formula\n(a): wherein m is 1, 2 or 3. The compounds are useful as dyes for ink\njet printing inks.']"
245,244,33,244_occupant_seat_endstop_sensor,"['occupant', 'seat', 'endstop', 'sensor', 'vehicle', 'weight', 'sensors', 'belt', 'airbag', 'passenger']","['occupant', 'sensing', 'seatbelt', 'sensors', 'vehicle', 'sensor', 'weight', 'an', 'measure', 'restraint']","['Vehicle Occupant Weight Sensing', '', '', '', '', '', '', '', '', '']","['occupant', 'seat', 'endstop', 'sensor', 'vehicle', 'weight', 'sensors', 'belt', 'airbag', 'passenger']","['A seat occupant sensing system has at least one sensor (20) interposed\nbetween a rigid seat support member (16) and a rigid seat pan member (18)\nsuch that the weight supported by the seat pan member is transferred from\nthe seat pan member to the seat support member via said at least one sensor\nwhich senses the magnitude of the weight transferred therethrough. A device,\nsuch as a microprocessor, processes a signal from the sensor(s) to determine\nthe weight that the rigid seat pan member is bearing. The signal processing\ndevice may control the activation and operation of a safety device such\nas an airbag or seat belt pretensioner as a function of the presence of\nand weight of a seat occupant.', 'This invention describes an occupant size and weight detection device consisting\nof a combination of force/load sensors (1), a head position sensor (2, 3), a multidirectional\nacceleration sensor (5), and a seat position sensor (4) used to determine the\nweight of an occupant based on weight distribution, body angle and foot position.\nThe goal of the invention is to determine the weight of an occupant who is sitting\nin the front seat of a vehicle that is subjected to the dynamic forces resulting\nfrom the vehicle moving. This technology can be used in applications such as automotive\noccupant weight and position sensing for use with safety devices such as airbags.', 'A method and system for determining weight and/or position of a vehicle\nseat occupant to be used for controlling the reaction of a safety restraint\nsystem (12). A plurality of spaced weight sensors (14) are disposed between\na seating surface and seat mounting surface to provide output signals\nindicative of an applied weight on each sensor. The sensors (14) are spaced\nsuch that the sensors measure the weight applied to a seat back and the\nseating surface. A controller (18) calculates the weight and/or position\nof the seat occupant in response to the output signals of the sensors\n(14). The controller (18) sends the weight and position of the seat occupant\nto the safety restraint system (12) to be used to tailor or suppress the\nreaction of the safety restraint system (12).']"
246,245,33,245_spacer_glass_ig_sealant,"['spacer', 'glass', 'ig', 'sealant', 'insulating', 'seal', 'pillars', 'substrates', 'spacers', 'panes']","['spacers', 'spacer', 'ig', 'an', 'space', 'glass', 'insulating', 'matrix', 'spaced', 'seals']","['Insulating Glass Technology', '', '', '', '', '', '', '', '', '']","['spacer', 'glass', 'ig', 'sealant', 'insulating', 'seal', 'pillars', 'substrates', 'spacers', 'panes']","['A vacuum insulating glass (IG) unit is provided with an array of spacers/pillars between\nopposing glass sheets. At least some of the spacers/pillars are coated on\nat least one surface thereof with a dry lubricant and/or reflective material such\nas silver. This coating permits the glass sheets (s) to move relative\nto one another during thermal expansion while minimizing the degree to\nwhich the spacers/pillars scratch or crack the glass during such relative\nmovement. A method of making an exemplary spacer/pillar includes transforming\nby chemical reaction silver ions on a core into a metallic silver coating\nthereby resulting in a coated spacer/pillar.', 'A sealed insulating glass unit comprising two glass panes (1) spaced apart by at\nleast one spacer element (2) is provided with a lip sealing system including a\ngas impervious film strip (8), e.g. of metal or a laminate. The film strip (8) is\nconnected to glass panes (1) and to the spacer element (2), respectively, by butyl-containing\nadhesive sealant (4). The invention also comprises a separate spacer element\nwith lip seal or flexible gas sealing for an insulating glass unit. The strip (8)\nallows mutual angular and linear displacements of glass panes (1) and spacer\nelement (2), thereby relieving the adhesive sealant (4) from mechanical loads\nto a great extent, consequently avoiding cracks in the sealant (4) without compromising\nsealing against moisture/gas exchange between the interior of the glass unit\nand the ambient atmosphere. Also, the sealing system provides possibility of\nincreasing the gap (12) between pane (1) and spacer (2), possibly filling with\na thermal insulating material (14) and thus improving the otherwise inferior\nthermal insulation of the edge of the glass unit.', 'A vacuum insulating glass (IG) unit (31) and method of making the same. An edge seal\n(38) of the vacuum IG unit (31) includes at least one fiber (e.g. elongated glass\nfiber) provided at least partially between first and second opposing substrates in\norder to hermetically seal off a low pressure space between the substrates. A\nplurality of spacers (52) are located between the substrates to space the substrates from\none another and maintain the low pressure space therebetween.']"
247,246,33,246_carcass_meat_carcasses_slaughtered,"['carcass', 'meat', 'carcasses', 'slaughtered', 'cutting', 'belly', 'animal', 'bird', 'abdominal', 'cuts']","['carcasses', 'carcass', 'ribs', 'saws', 'meat', 'cuts', 'processing', 'from', 'cutting', 'tapering']","['Meat processing technology', '', '', '', '', '', '', '', '', '']","['carcass', 'meat', 'carcasses', 'slaughtered', 'cutting', 'belly', 'animal', 'bird', 'abdominal', 'cuts']","['An improved method of chilling carcasses is derdescribed which results in less shrinkage and higher quality meat. Subjecting a carcass to a super cold environment such that the surface temperature of the carcass approaches freezing; and spraying a liquid onto the carcass such that the exterior and the cavity of the carcass are encased in ice, thereby preventing moisture loss and cellular damage.', 'The invention relates to an apparatus for mechanical removal of a spinal\ncolumn part from a part carcass (12), such as a fore end of a pig\ncarcass, comprising tools for separating the spinal column part from the\npart carcass by cuts along the spinal column part, and conveyor and guide\narrangements for providing a relative movement between the tools and the\npart carcass during cutting. A first cutting tool (18, 49) is used for\nmechanically separating the meat on the part carcass from the spinous\nprocesses and the dorsal side of the spinal column. The tool has a tapering\nknife blade (19, 50) with a cutting edge (22) along a first edge and a\nknife part (20, 51) along a second edge of the tapering blade (19, 50).\nThe knife part (20, 51) is mounted mainly at right angles to the blade\nand has a cutting edge along the edge closest to the tip of the tapering\nblade (19, 50). A second cutting tool (28, 55) is used for mechanically\nseparating the meat on the part carcass from the lateral side of the spinal\ncolumn and may also cut off the ribs from the spinal column. The tool\nhas a cutting blade (29, 56) lying mainly in parallel with the tapering\nblade (19, 50) of the first tool and is positioned on the same side of\nthe blade (19, 50) as the knife part (20, 51). The two tools perform cuts\nwhich go close to the spinal column bone and can be guided so as not to\nleave more bone remnants in the meat than is known from manual boning\nof fore ends. After removal of the spinal column part, the meat\ncan be further processed in cutting rooms into usual meat cuts, skin,\nbone parts, etc.', 'The invention relates to a method for damping swinging movements of\na carcass (4) or a carcass part suspended from a conveyor (2), by the\nsuccessive steps of: A) moving the carcass (4) or carcass part to at least\none engaging element (8) lying in the transport path of the carcass (4)\nor carcass part, B) placing the carcass (4) or carcass part in contact\nwith the engaging element (8), and C) causing the engaging element (8)\nto move aside to allow passage of the carcass or carcass part, wherein\nthe engaging element (8) exerts a damping force on the swinging carcass\nor carcass part. The invention also relates to a device (3) for performing\nthis method and an assembly of such a device and a conveyor (2) for carcasses\nor carcass parts.']"
248,247,33,247_muffler_silencer_exhaust_noise,"['muffler', 'silencer', 'exhaust', 'noise', 'shell', 'saxophone', 'baffle', 'air', 'sound', 'engine']","['mufflers', 'muffler', 'exhaust', 'baffle', 'attenuation', 'an', 'duct', 'attenuator', 'silencer', 'flow']","['Exhaust System Components and Design', '', '', '', '', '', '', '', '', '']","['muffler', 'silencer', 'exhaust', 'noise', 'shell', 'saxophone', 'baffle', 'air', 'sound', 'engine']","[""A muffler (1) intended for portable working tools, preferably chain saws, in which\nthe muffler is mounted directly to the exhaust gas outlet (3) of the cylinder (2).\nThe muffler is provided with at least one upstream partition wall (4, 5) at the\nmuffler's inlet (6) from the cylinder and arranged essentially laterally in\nrelation to the engine's cylinder bore (7), so that the partition wall (4)\nseparates an upper fraction (8) above it, i.e. in the direction towards the upper\nside of the cylinder, and a lower fraction below it, i.e. in the opposite direction,\nand this dividing into two or several fractions (8, 9, 10) is kept maintained through\na great deal of the muffler from the inlet to a number of outlets (11, 12, 13)."", 'Muffler lining (1, 2, 3) for air or gas channels, which muffler lining\nis arranged for being mounted with good sealing in a closed outer casing\n(4) of sheet metal, plastic or another material, and in which the outer\ncasing (4), as known in the art, is formed with cross ends (5) and with\ntube studs (6) for mounting of the complete muffler as an intermediate\npart between air and gas channel parts, and in which the muffler lining\ncomprises an inner muffler element (1) forming a closed flow channel,\nand which at the interior thereof is connected to an air/gas pervious\ninner layer (2) of a tensile and abrasion resistant fibre or fabric material,\nfor instance a glass fibre fabric or a glass fibre mat, and an outer muffler\nelement (3) which completely encloses the inner muffler element (1). The\ninner element (1) is made up of parallellepipedical lamellae (8) of mineral\nwool having a thickness of more than 5 mm, which when forming the inner\nelement to a closed unit form outwardly facing V shaped slots (10).\nThe outer element (3) can be formed as two or more parts providing an\nenclosing unit, or as a tube shell, which completely encloses the inner element.', 'A process is provided for filling a muffler shell with fibrous material. The process comprises the steps of: providing a muffler shell comprising first and second muffler shell outer parts (60, 62) which define an internal cavity when coupled together and an internal structure (10) adapted to extend at least part way through the shell internal cavity for defining at least one channel (14) having one or more openings (10b, 12b) communicating with the shell internal cavity; placing a form (30) over at least one of the internal structure and the first muffler shell part; drawing a partial vacuum (22) through a first end of the channel (14a); feeding fibrous material (40) into the form while drawing a partial vacuum through the channel; removing the form after the fibrous material feeding step; and positioning the second muffler shell part over at least one of the internal structure and the first muffler shell part.']"
249,248,32,248_ptc_laminar_conductive_polymer,"['ptc', 'laminar', 'conductive', 'polymer', 'resistive', 'electrodes', 'electrode', 'electrical', 'foil', 'devices']","['ptc', 'resistive', 'conductive', 'polyethylene', 'composite', 'laminar', 'inhomogeneous', 'resistor', 'electrically', 'polymer']","['PTC Devices and Circuit Protection', '', '', '', '', '', '', '', '', '']","['ptc', 'laminar', 'conductive', 'polymer', 'resistive', 'electrodes', 'electrode', 'electrical', 'foil', 'devices']","['The present invention relates to a conductive polymer composition having PTC\nproperties, that is, a PTC composition, and a PTC device comprised thereof, in\nparticular, it relates to a PTC composition and a PTC device comprising thereof,\nwherein the PTC composition comprises:a) at least one crystalline thermoplastic\nolefin-based polymer and at least one rubber-based polymer resin containing\nunsaturated group; and b) conductive particles dispersed in a polymer matrix\nformed of component a). The PTC device comprising the PTC composition makes it\npossible to construct circuit protecting devices which can stably maintain\ntheir initial resistance value in spite of repeated current cycling by short-circuit.', 'A composite circuit protection device (10) includes first and second\nlaminar circuit protection devices (11, 12), and an optional laminar insulating\nmember (53). Each of the first and second laminar circuit protection devices\nincludes (1) a first laminar electrode (13); (2) a second laminar electrode\n(15); (3) a laminar PTC resistive element (17) which (i) exhibits PTC\nbehavior and (ii) has a first face to which the first electrode is secured\nand an opposite second face to which the second electrode is secured;\n(4) a third laminar conductive member (49) which (i) is secured to the\nsecond face of the PTC resistive element, and (ii) is spaced apart from\nthe second electrode; (5) a fourth laminar conductive member (35) which\n(i) is secured to the first face of the PTC resistive element, and (ii)\nis spaced apart from the first electrode; (6) a first transverse conductive\nmember (51) which runs between the first and second faces of the PTC element,\nis secured to the PTC element, and is physically and electrically connected\nto the first laminar electrode and to the third laminar conductive member,\nbut is not connected to the second laminar electrode, and (7) a second\ntransverse conductive member (31) which runs between the first and second\nfaces of the PTC element, is secured to the PTC element, and is physically\nand electrically connected to the second laminar electrode and to the\nfourth laminar conductive member, but is not connected to the first laminar\nelectrode. The first and second laminar devices are physically secured\ntogether in a stacked configuration, with the laminar insulating member\nbetween them, if present; and the devices are connected together electrically\nby interfacial electrical connections (54) between adjacent electrodes\nand laminar conductive members so that when an electtrical power supply\nis connected to (i) one of the electrodes and (ii) the third or fourth laminar\nmember on the same face of the PTC resistive element as the electrode (i),\nthe first and second laminar circuit protection devices are connected electrically\nin parallel.', 'A PTC device (1) suitable for attachment to a terminal of a battery\n(21). The device contains a PTC component (2) which has a shape with an\nouter periphery (3) and an inner periphery (4) which defines a first opening\n(5) in the center of the PTC component. The PTC component is made from\na laminar PTC resistive element (6) which is composed of a PTC conductive\npolymer composition, a first laminar electrode (7) which is attached to\na first face (8) of the resistive element, and a second laminar electrode\n(9) which is attached to a second opposite face (10) of the resistive\nelement. Also part of the device are a first conductive lead (11) which\nhas a first part which is attached to the first electrode, and a second\npart (13) which extends into the first opening, and a second conductive\nlead (14). The second conductive lead has a first part (15) which is attached\nto the second electrode, lies within the outer periphery of the PTC component\nin a plane, and defines a second opening (16) which at least partially\noverlies the first opening, and a second part (17) which is attached to\nthe first part of the second lead, extends away from the inner periphery\nof the PTC component toward the opening, and can be bent out of the plane\nof the first part of the second lead away from the first conductive lead.\nWhen the second part of the second lead is bent out of the plane, it allows\na welding instrument to be inserted into the opening created, thus allowing\ndirect welding of the device to the terminal.']"
250,249,32,249_musical_music_note_score,"['musical', 'music', 'note', 'score', 'sounds', 'notes', 'sound', 'instruments', 'instrument', 'pitch']","['music', 'timbres', 'tone', 'rhythmic', 'instruments', 'musical', 'tones', 'sequences', 'timbre', 'rhythm']","['Digital Music Technology', '', '', '', '', '', '', '', '', '']","['musical', 'music', 'note', 'score', 'sounds', 'notes', 'sound', 'instruments', 'instrument', 'pitch']","['A music synthesizing system with features such as electronic apparatus\nand devices thereof has means for storing, reading, retrieving, processing\nand controlling music data indicative of a predetermined sequence of music\ndata including any made up of settings and or parameters, though especially\nincluding a predetermined sequence of musical tones for sound reproduction.\nEach musical tone set in a predetermined sequence or concurrent arrangement\nis playable in turn and in response to an output actuation (160) of an\nactuator means of instrument section 1 at a timing determined by user\naccording to a First method and a First process of actuation (160). Musical\ntones are actuated likewise when two or more First actuator means operable\nby one or more performers plays a concurrent number of predetermined sequences,\nsimultaneously.', 'The present invention relates to a system and method for playing musical\ninstruments using a digital music file. The method for playing the musical\ninstrument based on a computing system includes the steps of: generating\na digital music file which stores a play order for each musical instrument\nand sound data for each musical instrument by partitioning the digital\nmusic file depending on the musical instruments; inputting music type\ndata and musical instrument type data by a user; displaying an electronic score\nat a real-time wherein musical notes corresponding to each instrument to\nplay the music are represented, selected from the music file; and playing\nthe music according to the displayed electronic score by synthesizing\na designated sound manipulated by the user and a background sound of the\nmusic wherein the designated sound is omitted. Accordingly, at least one\nuser can play the music based on the music file. At the same time, the\nuser can play the music, selecting desired instruments and watching the\ndisplayed electronic score.', 'A method for generating a musical tone, such as a ringing tone, the method comprising inputting\n(1, 2) a musical seed, and providing (3, 4) the musical tone on the basis of the musical\nseed. If the musical seed is in the form of a note-based code, the musical tone is\ngenerated (4a, 4b, 4c, 4d) on the basis of said note-based code. If the musical\nseed is in the form of an audio signal, an audio-to-notes conversion is applied\n(3) to the audio signal for generating a note-based code representing the musical\nseed, and the musical tone is generated (4a, 4b, 4c, 4d) on the basis of said note-based\ncode.']"
251,250,32,250_digital_analog_converter_dac,"['digital', 'analog', 'converter', 'dac', 'signal', 'clock', 'output', 'sigma', 'bit', 'input']","['dac', 'adc', 'analog', 'digital', 'converters', 'vs', 'sigma', 'quantizer', 'comparators', 'converted']","['High-Performance Analog-to-Digital Conversion', '', '', '', '', '', '', '', '', '']","['digital', 'analog', 'converter', 'dac', 'signal', 'clock', 'output', 'sigma', 'bit', 'input']","['A digital logic correction (DLC) circuit (68) for a pipeline analog to digital (A/D)\nconverter (60). The A/D converter (60) having a plurality of stages, each stage\nproducing at least a pair of digital output bits from which a digital representation of\nan analog input signal can be obtained. The DLC circuit (68) has an adder (176), the\nadder (176) having a plurality of inputs and an output. The DLC circuit (68) has\na plurality of digital delay sets, each digital delay set comprising at least one\ndigital delay (170), an input (172) of the digital delay set receiving a corresponding digital\noutput bit and an output (174) of the delay set providing a delayed digital output\nbit to a respective adder input. The DLC circuit (68) has a clock generator (70),\nthe clock generator (70) providing clock signals to the DLC circuit (68) to synchronize\nthe arrival of the output of each digital delay set at the adder inputs during a\ndata-valid-period. A primary clock signal is applied to the digital delay sets\nfor every other stage. A secondary clock signal is applied to the remaining digital\ndelay sets. The timing of the primary and secondary clock signals being effective\nto delay the digital output bits of each stage via the respective digital delay\nsets to cause the digital output bits to arrive at the adder inputs during the data-valid-period\nso that the adder (176) produces the digital representation of the analog input\nsignal at the adder output.', 'A high-performance delta sigma analog-to-digital converter (90). The high-performance delta sigma analog-to-digital converter (90) includes a first mechanism (12, 52, 38, 16, 92) for converting an input analog signal (26) to a digital output signal (44). The first mechanism (12, 52, 38, 16, 92) is characterized by a transfer function that is altered relative to an ideal transfer function. A second mechanism (86, 88, 92) compensates for the alteration in the transfer function via a single additional digital-to-analog converter (88). In a specific embodiment, the alteration includes an additional pole and an additional zero induced by feedback delays in the first mechanism (12, 52, 38, 16, 92). The feedback delays include signal dependent jitter delay and feedback digital-to-analog converter cell switching delays. The second mechanism (86, 88, 92) includes an additional latch (86) that compensates for the signal dependent jitter delay. The first mechanism (12, 52, 38, 16, 92) includes a resonator (12, 52) and a quantizer (16). The second mechanism (86, 88, 92) includes a feedback path (92) from an output of the quantizer (16) to the resonator (52). The feedback path (92) includes a first latch (18) positioned between an output of the quantizer (16) and the additional digital-to-analog converter (88). The additional latch (86) is positioned at an output of the first latch (18) and eliminates signal dependent jitter delay in the analog-to-digital converter (90). The additional feedback digital-to-analog converter (88) is a non-return-to-zero digital-to-analog converter, an output of which is connected to the resonator.', 'The present invention is directed to a sigma-delta digital to analog converted (DAC)\nincluding a digital-sigma delta modulator, a decimation filter, and a multi-bit\nDAC. The digital sigma-delta modulator receives a digital input signal and produces\na quantized digital signal therefrom. The decimation filter receives the quantized\ndigital signal and produces the decimated digital signal therefrom. The multi-bit\nDAC receives the decimated digital signal and produces an analog output signal\ntherefrom. The analog output signal is representative of the digital input signal.']"
252,251,32,251_paint_toning_container_paste,"['paint', 'toning', 'container', 'paste', 'brush', 'painting', 'handle', 'insert', 'spray', 'dispensing']","['attachment', 'painting', 'brushes', 'subassemblies', 'circumferential', 'brush', 'dispensed', 'applicator', 'paint', 'transversal']","['Paint application tools and containers', '', '', '', '', '', '', '', '', '']","['paint', 'toning', 'container', 'paste', 'brush', 'painting', 'handle', 'insert', 'spray', 'dispensing']","['A container for water based paints, the container comprising: i) a\ncontainer body moulded from plastics material; and ii) a container closure\nmoulded from plastics material; wherein at least a part of the inner surface\nof either the container body or container closure has a coating applied\nthereto to control the contamination of the paint by reducing paint skin\nor thickened paint falling from the coating into the body of the paint.\nThe coating may be applied during the container manufacturing process\nor during the process of packaging paint in the container.', 'The invention relates to a device for supporting paint brushes (7) on a paint tin (5)\nwherein excess paint drains into the tin, when the brush is not in use. The device comprises\na conical shaped component (1) for placing the paint brush, a holding device (3)\nwith a magnet (4) for attachment on a paint tin (5). The device provides an easy\nway of placing a brush during painting.', 'Disclosed is a lid member (20A, 20B) for an original container (16A, 16B) of a liquid\npaint component (14). The lid member is usable with a system (10) for dispensing\nthe paint component from its original container into a paint receptacle (152)\naccording to a paint formula to form a liquid paint mixture. The lid member includes\na base portion (26A) that is adapted to releasably engage an open top (22A) of the\npaint component container. The base portion has a pour spout (40A) through which\nthe paint component can be dispensed, and a movable cover element (44A). The cover\nelement is movable between a closed state, wherein the cover element covers the\npour spout, and an opened state, wherein the pour spout is uncovered and the paint\ncomponent can be dispensed from its original container and into the paint receptacle.\nA resilient seal mechanism (354) is positioned between the pour spout and the\nmovable cover element. The resilient seal mechanism prevents leakage of the\npaint component, upon tilting of the original container, out of the pour spout\npast the cover element in the closed state of the cover element.']"
253,252,32,252_iron_furnace_ore_reduction,"['iron', 'furnace', 'ore', 'reduction', 'fluidized', 'reducing', 'bed', 'melter', 'fine', 'reduced']","['ores', 'reduction', 'furnaces', 'coal', 'iron', 'fluidized', 'ore', 'reduced', 'furnace', 'reducing']","['Iron reduction technology', '', '', '', '', '', '', '', '', '']","['iron', 'furnace', 'ore', 'reduction', 'fluidized', 'reducing', 'bed', 'melter', 'fine', 'reduced']","['A complex fluidized bed type apparatus for reducing a fine iron ore,\nand a method therefor, are disclosed in which the reactivity of the fine\niron ore particles, the gas utilization degree and the gas consumption\nrate are most efficiently, thereby reducing a fine iron ore of a wide\nparticle size distribution in an optimal manner. The apparatus includes\nfirst (100) and second (200) fluidized bed furnaces and a cyclone (300),\nwith a gas distributor being installed in the lower portion of each of\nthe furnaces (102, 202). The fine iron ore is separated into coarse and\nmedium/fine iron ore particles within the first fluidized bed furnace\n(100) which is installed within a freeboard zone within the second fluidized\nbed furnace (200). A second iron ore discharging hole (105) is connected\nthrough a conduit (106) into a lower portion of the second fluidized bed\nfurnace (200). The cyclone (300) is connected from its bottom through\na conduit (305) into the lower portion of the second fluidized bed furnace\n(200).', 'A two step twin single fluidized bed type reduction apparatus\nfor fine iron ore, and a method therefor, are disclosed. The fluidizing\nof the fine iron ore is stabilized so as to improve the reduction degree\nand the gas utilization rate, and so as to minimize the elutriation loss\nof the iron ore. The apparatus includes a first fluidized bed furnace\n(110) for carrying out a first pre reduction on only coarse/intermediate\niron ore particles among fine iron ores of a wide particle size distribution\nby a bubbling/turbulent fluidization after their charge from a charging\nhopper (100), while making fine iron ore particles fly away. A second\nfluidized bed furnace (120) carries out a first pre reduction on\nthe fine iron ore particles flown from the first fluidized bed furnace (110)\nby a bubbling fluidization, and a third fluidized bed furnace (130) carries\nout a second pre reduction on the iron ores discharged from the\nfirst (110) and second (120) fluidized bed furnaces after their first pre reduction.\nA first cyclone (124) captures extremely fine iron ore particles from\nan off gas discharged from the second fluidized bed furnace (120)\nto circulate them back to the second fluidized bed furnace (120). A second\ncyclone (134) captures extremely fine iron ore particles from an off gas discharged\nfrom the third fluidized bed furnace (130) to circulate them back to the\nthird fluidized bed furnace (130). A gas reforming system (140) reforms a\npart of the off gas of the first cyclone (124) to circulate the\nreformed gas to the first (110) and second (120) fluidized bed furnaces.', 'An apparatus and a method for manufacturing molten pig iron by using\na fine iron ore are disclosed. Coal is used to produce a reducing gas,\nand a fine iron ore is used to produce a molten iron and a reduced iron\nin a simple and efficient manner. The apparatus for manufacturing a molten\niron by directly using coal as the fuel according to the present invention\nis characterized as follows. A high temperature reducing gas is sent from\na melter gasifier (11) for a fluidized bed lime stone calcining\nfurnace (12) to calcine lime stone. Then the reducing gas is supplied\nto a second fluidized bed reducing furnace (13) so as to manufacture a\nreduced iron directly. An off gas from the second fluidized bed\nreducing furnace (13) is supplied to a first fluidized bed reducing furnace\n(14) (disposed above the second fluidized bed reducing furnace (13)) to\npre heat and pre reduce the fine iron ore. The calcined lime\nstone and the finally reduced iron are supplied to a melter gasifier\n(11) to manufacture a molten pig iron.']"
